company_name,Location,location_type,Sales,URL,phone_number
Ovid Therapeutics Inc.,New York(Usa),Headquarters,208382779,www.ovidrx.com,(646) 661-7661
"Robinson Pharma, Inc.",California(Usa),Headquarters,207897918,www.robinsonpharma.com,(714) 241-0235
Abbott Molecular Inc.,Illinois(Usa),Headquarters,206667955,www.molecular.abbott,(224) 361-7800
Captek Holdings Inc.,California(Usa),Headquarters,203229087,www.capteksoftgel.com,(562) 921-9511
"Captek Softgel International, Inc.",California(Usa),Headquarters,203229087,www.capteksoftgel.com,(562) 921-9511
The Frederick Purdue Company Inc,Connecticut(Usa),Headquarters,202168844,www.purduepharma.com,(203) 588-8000
Mayne Pharma Inc.,North Carolina(Usa),Headquarters,198863901,www.maynepharma.com,(984) 242-1400
"Frontage Laboratories, Inc.",Pennsylvania(Usa),Headquarters,198775833,www.frontagelab.com,(610) 232-0100
"Galderma Laboratories, L.P.",Texas(Usa),Headquarters,197539236,www.galderma.com,(817) 961-5000
Sc Holdings Llc,Illinois(Usa),Headquarters,197242519,,(217) 821-0304
Nephron Pharmaceuticals Corporation,South Carolina(Usa),Headquarters,196850799,www.nephronpharm.com,(407) 246-1389
"Optum Services, Inc.",Minnesota(Usa),Headquarters,195814339,www.optum.com,(952) 936-7192
Bestco Llc,North Carolina(Usa),Headquarters,195000000,www.bestco.com,(704) 664-4300
"Global Blood Therapeutics, Inc.",California(Usa),Headquarters,194749000,www.gbt.com,(650) 741-7700
"Aerie Pharmaceuticals, Inc.",North Carolina(Usa),Headquarters,194134000,www.aeriepharma.com,(919) 237-5300
"Qiagen Gaithersburg, Inc.",Maryland(Usa),Headquarters,193872415,www.qiagen.com,(301) 944-7000
Lonza Biologics Inc.,New Hampshire(Usa),Headquarters,192006497,www.lonza.com,(603) 610-4500
Insmed Incorporated,New Jersey(Usa),Headquarters,188461000,www.insmed.com,(908) 977-9900
"Shire-Nps Pharmaceuticals, Inc.",Massachusetts(Usa),Headquarters,187055633,,(617) 349-0200
Grifols Biologicals Llc,California(Usa),Headquarters,185521124,www.grifols.jobs,(323) 225-2221
"Thorne Healthtech, Inc.",New York(Usa),Headquarters,185246025,www.thorne.com,(929) 251-6321
"Antares Pharma, Inc.",New Jersey(Usa),Headquarters,183982000,www.antarespharma.com,(609) 359-3020
"Trinity Biotech, Inc.",New York(Usa),Headquarters,182663561,www.trinitybiotech.com,(800) 325-3424
Cubist Pharmaceuticals Llc,New Jersey(Usa),Headquarters,181807245,www.merck.com,(908) 740-4000
Mission Pharmacal Company,Texas(Usa),Headquarters,180549772,www.missionpharmacal.com,(210) 696-8400
Blueprint Medicines Corporation,Massachusetts(Usa),Headquarters,180080000,www.blueprintmedicines.com,(617) 374-7580
Intervet Inc.,New Jersey(Usa),Headquarters,179334156,www.merck-animal-health-usa.com,(302) 934-4341
"Natural Alternatives International, Inc.",California(Usa),Headquarters,178520000,www.nai-online.com,(760) 736-7700
Dendreon Corporation,Washington(Usa),Headquarters,177403005,www.dendreon.com,(206) 256-4545
Alexion Pharma Llc,Connecticut(Usa),Headquarters,177229380,www.alexion.com,(203) 272-2596
Hikma Pharmaceuticals Usa Inc.,New Jersey(Usa),Headquarters,176585140,www.hikma.com,(908) 673-1030
Invagen Pharmaceuticals Inc.,New York(Usa),Headquarters,176194620,www.ciplamed.com,(631) 231-3233
Combe Incorporated,New York(Usa),Headquarters,174774193,www.combe.com,(914) 694-5454
Array Biopharma Inc.,Colorado(Usa),Headquarters,173768000,www.pfizer.com,(303) 381-6600
Organogenesis Inc.,Massachusetts(Usa),Headquarters,173549104,www.organogenesis.com,(781) 575-0775
"Eagle Pharmaceuticals, Inc.",New Jersey(Usa),Headquarters,171546000,www.eagleus.com,(201) 326-5300
"Par Pharmaceutical, Inc.",New York(Usa),Headquarters,168969605,www.parpharm.com,(845) 573-5500
"Sh Parent, Inc.",Georgia(Usa),Headquarters,168812637,,(404) 920-4890
Surterra Holdings Inc.,Georgia(Usa),Headquarters,168812637,www.surterra.com,(229) 457-9498
Bracco Diagnostics Inc,New Jersey(Usa),Headquarters,167371204,imaging.bracco.com,(609) 514-2200
"Biodelivery Sciences International, Inc.",Massachusetts(Usa),Headquarters,166703000,www.bdsi.com,(919) 582-9050
"Dicerna Pharmaceuticals, Inc.",Massachusetts(Usa),Headquarters,164307000,www.dicerna.com,(617) 621-8097
Vitaquest International Llc,New Jersey(Usa),Headquarters,163725958,www.vitaquest.com,(973) 575-9200
"Alvogen Pharma Us, Inc.",New Jersey(Usa),Headquarters,163455501,www.alvogen.com,(973) 796-3400
"Strides Pharma, Inc.",New Jersey(Usa),Headquarters,162164470,www.strides.com,(609) 815-7671
Mexichem Fluor Inc.,Louisiana(Usa),Headquarters,160528000,www.orbia.com,(225) 642-0094
"Mannatech, Incorporated",Texas(Usa),Headquarters,159762000,us.mannatech.com,(972) 471-7400
"Biocryst Pharmaceuticals, Inc.",North Carolina(Usa),Headquarters,157170000,www.biocryst.com,(919) 859-1302
Vericel Corporation,Massachusetts(Usa),Headquarters,156184000,www.vcel.com,(617) 588-5555
"Fujifilm Diosynth Biotechnologies U.S.A., Inc.",North Carolina(Usa),Headquarters,152608306,www.fujifilmdiosynth.com,(919) 337-4400
Jubilant Hollisterstier Llc,Washington(Usa),Headquarters,152087912,www.jublhs.com,(509) 482-4945
"Watson Laboratories, Inc.",New Jersey(Usa),Headquarters,151223880,www.andrx.com,(951) 493-5300
Rondo Acquisition Llc,New Jersey(Usa),Headquarters,150322216,www.amneal.com,(908) 947-3120
"Merz North America, Inc.",North Carolina(Usa),Headquarters,149655779,www.merzusa.com,(919) 582-8000
"Central Admixture Pharmacy Services, Inc.",California(Usa),Headquarters,149378471,www.capspharmacy.com,(949) 660-2000
"Rigel Pharmaceuticals, Inc.",California(Usa),Headquarters,149236000,www.rigel.com,(650) 624-1100
"Clovis Oncology, Inc.",Colorado(Usa),Headquarters,148757000,www.clovisoncology.com,(303) 625-5000
Virbac Corporation,Texas(Usa),Headquarters,147749979,us.virbac.com,(800) 338-3659
"Agouron Pharmaceuticals, Inc.",California(Usa),Headquarters,147081452,www.agi.org,(858) 622-3000
Jost Chemical Co.,Missouri(Usa),Headquarters,146050741,www.jostchemical.com,(314) 428-4300
"Nitto Denko Avecia, Inc.",Massachusetts(Usa),Headquarters,145703555,www.avecia.com,(508) 532-2500
"Nanostring Technologies, Inc.",Washington(Usa),Headquarters,145085000,www.nanostring.com,(206) 378-6266
"Seres Therapeutics, Inc.",Massachusetts(Usa),Headquarters,144927000,www.serestherapeutics.com,(617) 945-9626
Kremers Urban Pharmaceuticals Inc.,Indiana(Usa),Headquarters,142869670,www.lannett.com,(812) 523-5347
"Isagenix International, Llc",Arizona(Usa),Headquarters,140901827,www.isagenix.com,(480) 889-5747
"Catalyst Pharmaceuticals, Inc.",Florida(Usa),Headquarters,140833000,www.catalystpharma.com,(305) 420-3200
Avara Us Holdings Llc,Connecticut(Usa),Headquarters,140770345,www.avara.com,(203) 655-1333
"Triad Isotopes, Inc.",Florida(Usa),Headquarters,140486418,www.jdiri.com,(407) 455-6700
"Agc Biologics, Inc.",Washington(Usa),Headquarters,140230000,www.agcbio.com,(425) 485-1900
Gensia Sicor Inc,California(Usa),Headquarters,139599547,www.tevapharm.com,(949) 455-4700
Ferring Pharmaceuticals Inc.,New Jersey(Usa),Headquarters,139130268,www.ferringusa.com,(973) 796-1600
"Arrowhead Pharmaceuticals, Inc.",California(Usa),Headquarters,138287000,www.arrowheadpharma.com,(626) 304-3400
Sawai America Llc,Minnesota(Usa),Headquarters,137978225,www.upsher-smith.com,(763) 315-2000
"Upsher-Smith Laboratories, Llc",Minnesota(Usa),Headquarters,137978225,www.upsher-smith.com,(763) 315-2000
"Schrodinger, Inc.",New York(Usa),Headquarters,137931000,www.schrodinger.com,(212) 295-5800
Shire Us Manufacturing Inc.,Pennsylvania(Usa),Headquarters,136641678,www.takeda.com,(484) 595-8800
"Siga Technologies, Inc.",New York(Usa),Headquarters,133670454,www.siga.com,(212) 672-9100
"Alnylam U.S., Inc.",Massachusetts(Usa),Headquarters,133534105,www.alnylam.com,(617) 551-8200
Seqirus Inc.,North Carolina(Usa),Headquarters,132253675,www.seqirus.com,(919) 577-5000
"Vital Proteins, Llc",Illinois(Usa),Headquarters,132000000,www.vitalproteins.com,(224) 544-9110
Akorn Operating Company Llc,Illinois(Usa),Headquarters,131946229,www.akorn.com,(847) 279-6100
Abbott Diabetes Care Inc,California(Usa),Headquarters,131843243,www.diabetescare.abbott,(510) 749-5400
Cerus Corporation,California(Usa),Headquarters,130859000,www.cerus.com,(925) 288-6000
"Prolacta Bioscience, Inc.",California(Usa),Headquarters,130345402,www.prolacta.com,(626) 599-9260
"Paratek Pharmaceuticals, Inc.",Massachusetts(Usa),Headquarters,130162000,www.paratekpharma.com,(617) 807-6600
"Abraxis Bioscience, Inc.",New Jersey(Usa),Headquarters,130161345,www.bms.com,(908) 673-9000
"Abraxis Bioscience, Llc",California(Usa),Headquarters,130161345,,(800) 564-0216
"Tris Pharma, Inc.",New Jersey(Usa),Headquarters,130147785,www.trispharma.com,(732) 940-2800
"Safc Biosciences, Inc.",Kansas(Usa),Headquarters,130108752,www.sigmaaldrich.com,(913) 469-5580
"Acorda Therapeutics, Inc.",New York(Usa),Headquarters,129071000,www.acorda.com,(914) 347-4300
"G & W Laboratories, Inc.",New Jersey(Usa),Headquarters,128196977,www.gwlabs.com,(908) 753-2000
"Noven Pharmaceuticals, Inc.",Florida(Usa),Headquarters,127713308,www.noven.com,(305) 964-3393
"Leiner Health Products, Inc.",California(Usa),Headquarters,127429737,www.leiner.com,(631) 200-2000
"Piramal Healthcare, Inc.",Pennsylvania(Usa),Headquarters,126536731,www.piramal.com,(610) 974-9760
Rb Health Manufacturing (Us) Llc,Utah(Usa),Headquarters,125916010,www.reckitt.com,(973) 404-2600
"Ipr Pharmaceuticals, Inc.",Puerto Rico(Usa),Headquarters,125587708,www.astrazeneca.com,(787) 957-1400
"Harmony Foods, Llc",California(Usa),Headquarters,125487686,www.santacruznutritionals.com,(831) 457-3200
Irvine Fujifilm Scientific Inc,California(Usa),Headquarters,124928697,www.irvinesci.com,(949) 261-7800
"Auxilium Pharmaceuticals, Llc",Pennsylvania(Usa),Headquarters,123262237,www.endo.com,(484) 321-5900
Lonza Greenwood Llc,South Carolina(Usa),Headquarters,123061371,www.capsugel.com,(866) 542-2774
"Kbi Biopharma, Inc.",North Carolina(Usa),Headquarters,122887192,www.kbibio.com,(919) 479-9898
Diasorin Inc.,Minnesota(Usa),Headquarters,122185611,www.diasorin.com,(651) 439-9710
Natrol Llc,California(Usa),Headquarters,121677158,www.natrol.com,(818) 739-6000
Marimed Inc.,Massachusetts(Usa),Headquarters,121464158,,(617) 795-5140
Threshold Enterprises Ltd.,California(Usa),Headquarters,121139529,www.thresholdenterprises.com,(831) 438-6851
"Avanir Pharmaceuticals, Inc.",California(Usa),Headquarters,120348746,www.avanir.com,(949) 389-6700
"Athenex, Inc.",New York(Usa),Headquarters,120181000,www.athenex.com,(716) 427-2950
"Pai Holdings, Llc",South Carolina(Usa),Headquarters,119876301,www.paipharma.com,(800) 845-8210
Alcon (Puerto Rico) Inc.,Texas(Usa),Headquarters,119054147,www.alcon.com,(817) 293-0450
Johnson Matthey Pharmaceutical Materials Inc,Massachusetts(Usa),Headquarters,118934742,www.matthey.com,(978) 784-5000
Medicis Pharmaceutical Corp,New Jersey(Usa),Headquarters,118501224,www.bauschhealth.com,(866) 246-8245
"Cambrex Charles City, Inc.",Iowa(Usa),Headquarters,118139277,www.cambrex.com,(641) 257-1000
"Kvk-Tech, Inc.",Pennsylvania(Usa),Headquarters,117539834,www.kvktech.com,(215) 579-1842
Rhodes Pharmaceuticals L.P.,Rhode Island(Usa),Headquarters,117484000,www.rhodespharma.com,(888) 827-0616
"Shire, Inc.",Massachusetts(Usa),Headquarters,114941548,www.takeda.com,(781) 482-9222
"Mylan Technologies, Inc.",Vermont(Usa),Headquarters,114829449,www.mylan.com,(802) 527-7792
"Novo Nordisk Pharmaceutical Industries, Lp",North Carolina(Usa),Headquarters,114802345,www.novonordisk-clayton.com,(919) 550-2200
"Bausch Health Us, Llc",New Jersey(Usa),Headquarters,114435066,www.bauschhealth.com,(908) 927-1400
Hygiena Llc,California(Usa),Headquarters,114186331,www.hygiena.com,(805) 388-8007
Ard Mallinckrodt Holdings Inc,Missouri(Usa),Headquarters,114009000,www.mallinckrodt.com,(314) 654-3000
Prinston Pharmaceutical Inc.,New Jersey(Usa),Headquarters,113796320,www.prinstonpharm.com,(609) 655-1688
"Amneal Pharmaceuticals Of New York, Llc",New York(Usa),Headquarters,113641461,www.amneal.com,(908) 947-3120
Teva Puerto Rico Llc,Puerto Rico(Usa),Headquarters,112268957,www.actavis.com,(787) 863-1850
Bactolac Pharmaceutical Inc.,New York(Usa),Headquarters,112106291,www.bactolac.com,(631) 951-4908
"Adare Pharmaceuticals, Inc.",Pennsylvania(Usa),Headquarters,111954121,www.adarepharmasolutions.com,(877) 731-5116
"Juno Therapeutics, Inc.",Washington(Usa),Headquarters,111871000,www.bms.com,(206) 582-1600
"Assertio Holdings, Inc.",Illinois(Usa),Headquarters,111014000,www.assertiotx.com,(224) 419-7106
"Lonza Walkersville, Inc.",Maryland(Usa),Headquarters,110749405,www.lonza.com,(301) 898-7025
"Sangamo Therapeutics, Inc.",California(Usa),Headquarters,110701000,www.sangamo.com,(510) 970-6000
Pharmion Corporation,New Jersey(Usa),Headquarters,110072625,www.bms.com,(908) 673-9000
"Medicine Man Technologies, Inc.",Colorado(Usa),Headquarters,108420239,www.medicinemantechnologies.com,(303) 371-0387
"Lupin Pharmaceuticals, Inc.",Maryland(Usa),Headquarters,108274196,www.lupin.com,(410) 576-2000
"Noramco, Llc",Georgia(Usa),Headquarters,108000000,www.noramco.com,(706) 286-8247
"Ivax Pharmaceuticals, Llc",Florida(Usa),Headquarters,107945437,www.tevapharm.com,(305) 575-6000
Patheon Softgels Inc.,North Carolina(Usa),Headquarters,107893917,www.patheon.com,(336) 812-8700
"Petnet Solutions, Inc.",Tennessee(Usa),Headquarters,107780614,www.siemens.com,(865) 218-2000
"Lantheus Medical Imaging, Inc.",Massachusetts(Usa),Headquarters,107279038,www.lantheus.com,(800) 362-2668
"Solaray, Inc.",Utah(Usa),Headquarters,107204153,www.nutraceutical.com,(435) 655-6000
Soleo Health Inc.,Pennsylvania(Usa),Headquarters,107089554,www.soleohealth.com,(888) 244-2340
"Bpc Plasma, Inc.",Florida(Usa),Headquarters,106932820,www.biotestplasma.com,(561) 569-3100
"Bpl Plasma, Inc.",Texas(Usa),Headquarters,106821012,www.bplplasma.com,(512) 582-7525
"Tolmar, Inc.",Colorado(Usa),Headquarters,105937549,www.tolmar.com,(970) 212-4500
"Aphena Pharma Solutions - Tennessee, Llc.",Tennessee(Usa),Headquarters,105572827,www.aphenapharma.com,(931) 372-2041
"Zila, Inc.",Colorado(Usa),Headquarters,104882747,www.denmat.com,(970) 212-4500
4Front Ventures Inc,Arizona(Usa),Headquarters,104566000,www.4frontventures.com,(312) 593-3311
"Teva Neuroscience, Inc.",Kansas(Usa),Headquarters,104367830,www.tevausa.com,(913) 777-3000
Meso Scale Discovery Llc,Maryland(Usa),Headquarters,104306437,www.mesoscale.com,(240) 314-2600
"Nutritional Holdings, Inc.",Arizona(Usa),Headquarters,103639839,www.aznutritional.com,(480) 966-9630
Elco Management Corporation,Indiana(Usa),Headquarters,102873448,www.lilly.com,
"Consumer Wellness Solutions, Inc.",Washington(Usa),Headquarters,102239583,www.optum.com,(888) 445-8745
"Shire Human Genetic Therapies, Inc.",Massachusetts(Usa),Headquarters,102076531,www.takeda.com,(617) 349-0200
Shire North American Group Inc.,Delaware(Usa),Headquarters,102076531,www.takeda.com,(484) 595-8800
Nektar Therapeutics,California(Usa),Headquarters,101907000,www.nektar.com,(415) 482-5300
Elanco Us Inc.,Indiana(Usa),Headquarters,101817539,www.elanco.com,(877) 352-6261
"Bend Research, Inc.",Oregon(Usa),Headquarters,101614737,pharma.lonza.com,(541) 382-4100
"Jubilant Cadista Pharmaceuticals, Inc.",Maryland(Usa),Headquarters,101190893,www.cadista.com,(800) 313-4623
"Apothecary Products, Llc",Minnesota(Usa),Headquarters,100787463,www.apothecaryproducts.com,(952) 890-1940
"Bachem Americas, Inc.",California(Usa),Headquarters,100477812,www.bachem.com,(310) 784-4440
Xellia Pharmaceuticals Usa Llc,Illinois(Usa),Headquarters,100401387,www.xellia.com,(847) 947-0254
Tishcon Corp.,New York(Usa),Headquarters,100191097,www.tishcon.com,(516) 333-3050
"Cosette Pharmaceuticals, Inc.",New Jersey(Usa),Headquarters,100054967,www.cosettepharma.com,(800) 922-1038
Dendreon Pharmaceuticals Llc,California(Usa),Headquarters,100003895,www.dendreon.com,(562) 252-7500
"Evolus, Inc.",California(Usa),Headquarters,99673000,www.evolus.com,(949) 284-4555
"Eon Labs, Inc.",New York(Usa),Headquarters,99327007,www.eonlabs.com,(516) 478-9700
Martek Biosciences Corporation,Maryland(Usa),Headquarters,99018687,www.dsm.com,(410) 740-0081
"Sciegen Pharmaceuticals, Inc.",New York(Usa),Headquarters,98611977,www.sciegenpharm.com,(631) 434-2723
"Capsugel Holdings Us, Inc.",New Jersey(Usa),Headquarters,98597140,www.capsugel.com,(201) 316-9200
The Ritedose Corporation,South Carolina(Usa),Headquarters,98564005,www.ritedose.com,(803) 806-3300
Protein Sciences Corporation,Connecticut(Usa),Headquarters,98441816,www.proteinsciences.com,(203) 686-0800
Evotec (Us) Inc.,New Jersey(Usa),Headquarters,98364776,www.evotec.com,(732) 329-2355
"Vertice Pharma, Llc",New Jersey(Usa),Headquarters,98260882,www.verticepharma.com,(877) 530-1633
"Norwich Pharmaceuticals, Inc.",New York(Usa),Headquarters,98241666,www.naprelanus.com,(607) 335-3000
Unither Manufacturing Llc,New York(Usa),Headquarters,97464768,www.unither-pharma.com,(585) 475-9000
"Enanta Pharmaceuticals, Inc.",Massachusetts(Usa),Headquarters,97074000,www.enanta.com,(617) 607-0800
"Trirx Pharmaceutical Services, Llc",Connecticut(Usa),Headquarters,96874400,www.trirx.com,(256) 489-8867
"Melinta Therapeutics, Llc",New Jersey(Usa),Headquarters,96430000,www.melinta.com,(844) 633-6568
"Deciphera Pharmaceuticals, Inc.",Massachusetts(Usa),Headquarters,96148000,www.deciphera.com,(781) 209-6400
"Avid Bioservices, Inc.",California(Usa),Headquarters,95868000,www.avidbio.com,(714) 508-6100
"Alk-Abello, Inc.",Texas(Usa),Headquarters,95556283,www.alk.net,(512) 251-0037
"Xeris Biopharma Holdings, Inc.",Illinois(Usa),Headquarters,95276840,www.xerispharma.com,(844) 445-5704
"Hi-Tech Pharmacal Co., Inc.",New York(Usa),Headquarters,95236410,www.akorn.com,(631) 789-8228
"Perrigo New York, Inc.",New York(Usa),Headquarters,94786744,www.perrigo.com,(718) 960-9900
"Xymogen, Inc.",Florida(Usa),Headquarters,94423176,www.xymogen.com,(407) 445-0203
"Castle Biosciences, Inc.",Texas(Usa),Headquarters,94085000,www.castlebiosciences.com,(866) 788-9007
Delavau L.L.C.,Pennsylvania(Usa),Headquarters,94046135,www.delavau.com,(215) 671-1400
Dsm Protective Materials Llc,North Carolina(Usa),Headquarters,93700860,www.dsm.com,(252) 707-2547
Endo Pharmaceuticals Solutions Inc.,Pennsylvania(Usa),Headquarters,93250611,www.endo.com,(484) 216-0000
L.N.K. International Inc.,New York(Usa),Headquarters,92986286,www.lnkintl.com,(631) 435-3500
"Teva Branded Pharmaceutical Products R&D, Inc.",Pennsylvania(Usa),Headquarters,92625333,www.tevausa.com,(215) 591-3000
"Mutual Pharmaceutical Company, Inc.",Pennsylvania(Usa),Headquarters,92536535,www.urlpharma.com,(215) 288-6500
Acceleron Pharma Inc.,Massachusetts(Usa),Headquarters,92523000,www.acceleronpharma.com,(617) 649-9200
Alto Gilead Palo Inc,California(Usa),Headquarters,92414777,www.gilead.com,(650) 384-8500
"Renaissance Ssp Holdings, Inc.",Illinois(Usa),Headquarters,92029016,www.renaissanceah.com,(210) 476-8194
"Ivp, Llc",South Carolina(Usa),Headquarters,90962022,,(864) 288-5521
"4Life Research Usa, Llc",Utah(Usa),Headquarters,90678693,www.4life.com,(801) 562-3600
"Prasco, Llc",Ohio(Usa),Headquarters,90459733,www.prasco.com,(513) 204-1100
"Intermune, Inc.",California(Usa),Headquarters,90402409,www.gene.com,(415) 466-4383
"Abbott Health Products, Inc.",Illinois(Usa),Headquarters,89803645,www.abbott.com,(847) 937-6100
"Murad, Llc",California(Usa),Headquarters,88620801,www.murad.com,(310) 726-0600
"Streck, Inc.",Nebraska(Usa),Headquarters,88507595,www.streck.com,(402) 333-1982
Sebela Pharmaceuticals Holdings Inc.,Georgia(Usa),Headquarters,88248533,www.sebelapharma.com,(678) 736-5200
Sebela Pharmaceuticals Inc.,Georgia(Usa),Headquarters,88248533,www.sebelapharma.com,(678) 736-5200
"Pentec Health, Inc.",Pennsylvania(Usa),Headquarters,87260808,www.pentechealth.com,(610) 494-8700
"Therapeuticsmd, Inc.",Florida(Usa),Headquarters,86951000,www.therapeuticsmd.com,(561) 961-1900
Maryland Catalent Inc,Maryland(Usa),Headquarters,86484889,biologics.catalent.com,(410) 975-4050
"Heron Therapeutics, Inc.",California(Usa),Headquarters,86346000,www.herontx.com,(858) 251-4400
"Pierce Biotechnology, Inc.",Illinois(Usa),Headquarters,85771107,,(815) 968-0747
"Flexion Therapeutics, Inc.",Massachusetts(Usa),Headquarters,85552000,www.pacira.com,(781) 305-7777
"Legacy Pharmaceutical Packaging, Llc",Missouri(Usa),Headquarters,85372543,www.legacypharma.com,(314) 813-1555
"Selecta Biosciences, Inc.",Massachusetts(Usa),Headquarters,85077000,www.selectabio.com,(617) 923-1400
Bristol-Myers Squibb International Corporation,New York(Usa),Headquarters,84153806,www.bms.com,(212) 546-4000
Abbott Laboratories Pacific Ltd.,Illinois(Usa),Headquarters,83712199,www.abbott.com,(847) 937-6100
"Alo Acquisition, Llc",New York(Usa),Headquarters,83302580,www.curiaglobal.com,(518) 464-0279
"Curia New Mexico, Llc",New Mexico(Usa),Headquarters,83302580,www.curiaglobal.com,(505) 923-1500
Ludlow Corporation,Massachusetts(Usa),Headquarters,83146797,www.coviden.com,(508) 261-8000
Aurolife Pharma Llc,New Jersey(Usa),Headquarters,82278375,www.aurolifepharma.com,(732) 839-4377
"Lyophilization Services Of New England, Inc.",New Hampshire(Usa),Headquarters,81907145,www.lyophilization.com,(603) 626-5763
Encysive Pharmaceuticals Inc.,New York(Usa),Headquarters,81772072,www.pfizer.com,(212) 733-2323
"Zogenix, Inc.",California(Usa),Headquarters,81690000,www.zogenix.com,(510) 550-8300
Apotex Corp.,Florida(Usa),Headquarters,81165901,www.apotex.com,(954) 384-8007
"Adma Biologics, Inc.",New Jersey(Usa),Headquarters,80942625,www.admabiologics.com,(201) 478-5552
"Novozymes Biologicals, Inc.",Virginia(Usa),Headquarters,80619123,,(540) 389-9361
"Pantheryx, Inc.",Colorado(Usa),Headquarters,80585303,www.pantheryx.com,(303) 951-6883
Ohm Laboratories Inc.,New Jersey(Usa),Headquarters,80531488,,(732) 418-2235
"Prophase Labs, Inc.",New York(Usa),Headquarters,79042000,www.prophaselabs.com,(215) 345-0919
Shire Viropharma Llc,Massachusetts(Usa),Headquarters,79012289,www.takeda.com,(610) 458-7300
"Catalent Cts, Llc",Missouri(Usa),Headquarters,78087807,www.catalent.com,(816) 767-6000
"Top Rx, Llc",Tennessee(Usa),Headquarters,77882227,netstore.toprx.com,(800) 542-8677
"Ngm Biopharmaceuticals, Inc.",California(Usa),Headquarters,77882000,www.ngmbio.com,(650) 243-5555
"Revance Therapeutics, Inc.",Tennessee(Usa),Headquarters,77798000,www.revance.com,(615) 724-7755
Standard Homeopathic Company,California(Usa),Headquarters,77482655,www.hylands.com,(310) 768-0700
"Macrogenics, Inc.",Maryland(Usa),Headquarters,77447000,www.macrogenics.com,(301) 251-5172
"Shine Technologies, Llc",Wisconsin(Usa),Headquarters,76636730,www.shinemed.com,(608) 210-1060
"Mitsubishi Tanabe Pharma Holdings America, Inc.",New Jersey(Usa),Headquarters,76532933,www.mt-pharma-america.com,(908) 607-1950
Mannkind Corporation,California(Usa),Headquarters,75442000,www.mannkindcorp.com,(818) 661-5000
"Societal Cdmo, Inc.",Pennsylvania(Usa),Headquarters,75360000,www.recrocdmo.com,(484) 395-2470
Merck Sharp & Dohme (I.A.) Llc,New Jersey(Usa),Headquarters,75078600,,(908) 423-1000
"Optinose, Inc.",Pennsylvania(Usa),Headquarters,74652000,www.optinose.com,(267) 364-3500
"Adamas Pharmaceuticals, Inc.",Maryland(Usa),Headquarters,74461000,www.supernus.com,(510) 450-3500
"Renaissance Lakewood, Llc",New Jersey(Usa),Headquarters,73124000,www.renpharm.com,(732) 901-2052
"Fresenius Kabi, Llc",Illinois(Usa),Headquarters,73039116,www.fresenius-kabi.com,(847) 550-2300
Atcc Global,Virginia(Usa),Headquarters,72886836,,(434) 237-6861
"Kymera Therapeutics, Inc.",Massachusetts(Usa),Headquarters,72832000,www.kymeratx.com,(857) 285-5300
"Hi-Tech Pharmaceuticals, Inc.",Georgia(Usa),Headquarters,72680524,www.hitechpharma.com,(770) 797-9959
Mallinckrodt Manufacturing Llc,Missouri(Usa),Headquarters,72571199,www.mallinckrodt.com,(314) 654-2000
"Harrow Health, Inc.",Tennessee(Usa),Headquarters,72476000,www.imprimisrx.com,(615) 733-4730
"Mueller Sports Medicine, Inc.",Wisconsin(Usa),Headquarters,72307612,www.muellersportsmed.com,(608) 643-6450
"C. B. Fleet Company, Incorporated",Virginia(Usa),Headquarters,72273805,www.prestigebrands.com,(434) 528-4000
"Mirati Therapeutics, Inc.",California(Usa),Headquarters,72092000,www.mirati.com,(858) 332-3410
Twinlab Consolidated Holdings Inc.,Florida(Usa),Headquarters,72089000,www.tlcchealth.com,(561) 443-4301
"Nutramax Laboratories, Inc",South Carolina(Usa),Headquarters,72035719,www.nutramaxlabs.com,(803) 289-6000
"Medarex, Inc.",New Jersey(Usa),Headquarters,71750090,www.bms.com,(609) 430-2880
Theravance Biopharma Inc.,California(Usa),Headquarters,71745792,,(650) 808-6000
"Par Sterile Products, Llc",New York(Usa),Headquarters,71239194,www.parsterileproducts.com,(845) 573-5500
"Tripath Imaging, Inc.",North Carolina(Usa),Headquarters,70814802,www.bd.com,(336) 222-9707
"Cytokinetics, Incorporated",California(Usa),Headquarters,70428000,www.cytokinetics.com,(650) 624-3000
"Kowa Pharmaceuticals America, Inc.",Alabama(Usa),Headquarters,70125577,www.kowapharma.com,(334) 288-1288
"Immunogen, Inc.",Massachusetts(Usa),Headquarters,69856000,www.immunogen.com,(781) 895-0600
Vivus Llc,California(Usa),Headquarters,69760000,www.vivus.com,(650) 934-5200
"Bridgebio Pharma, Inc.",California(Usa),Headquarters,69716000,www.bridgebio.com,(650) 391-9740
"Heritage Pharma Holdings, Inc.",New Jersey(Usa),Headquarters,69694629,www.emcure.com,(732) 429-1000
Hepalink Usa Inc.,Pennsylvania(Usa),Headquarters,69627828,,(630) 206-1788
Blistex Inc.,Illinois(Usa),Headquarters,69209529,www.blistex.com,(630) 571-2870
Safe Foods Corporation,Arkansas(Usa),Headquarters,68839268,www.safefoods.net,(501) 758-8500
"Fortress Biotech, Inc.",New York(Usa),Headquarters,68791000,www.fortressbiotech.com,(781) 652-4500
"Thorne Research, Inc.",South Carolina(Usa),Headquarters,67548880,www.thorne.com,(208) 263-1337
Chromadex Corporation,California(Usa),Headquarters,67449000,www.chromadex.com,(310) 388-6706
"Corerx, Inc.",Florida(Usa),Headquarters,66972019,www.corerxpharma.com,(727) 259-6950
